
Max,mean,Min
0.8744312380570507,0.4006519521157461,0.0
0.8744312380570507,0.539721562171162,0.2486926983112188
0.880067917628685,0.69612903370817,0.250730051545012
0.8844142688211237,0.6975415975772894,0.250730051545012
0.8844142688211237,0.7197147733916501,0.250730051545012
0.8844142688211237,0.7208488988147982,0.250730051545012
0.8844142688211237,0.7214125661173731,0.250730052926848
0.8844142688211237,0.8173786100467417,0.6125636681848552
0.8844142688211237,0.8351307324949773,0.7900848926672102
0.8844142688211237,0.8410730072591827,0.7900848926672102
0.8844142688211237,0.8431850614778458,0.7900848926672102
0.9027504150632687,0.8487470301663936,0.7900848926672102
0.9027504150632687,0.8569032273271164,0.7900848926672102
0.9027504150632687,0.858831920032274,0.8093718197187867
0.9027504150632687,0.8619286924085511,0.8093718197187867
0.9191171328311055,0.8640611199463365,0.8093718197187867
0.9191171328311055,0.8720407459137294,0.8093718197187867
0.9191171328311055,0.8723463487823973,0.8124278484054656
0.9191171328311055,0.8723463487823973,0.8124278484054656
0.9191171328311055,0.8723463487823973,0.8124278484054656
0.9191171328311055,0.8736298800571765,0.8124278484054656
0.9191171328311055,0.8748930374457293,0.8124278484054656
0.9233276804052104,0.8785398963645784,0.8124278484054656
0.9233276804052104,0.8809168062649781,0.8232937171706117
0.9233276804052104,0.8809847179757011,0.8232937171706117
0.9233276804052104,0.8822478757714679,0.8232937171706117
0.9233276804052104,0.8908251243672872,0.8322580670445197
0.9233276804052104,0.8908726626939198,0.8327334503108456
0.9233276804052104,0.8932767372137926,0.8514091659847058
0.9233276804052104,0.8998437994579407,0.8514091659847058
0.9233276804052104,0.8998437994579407,0.8514091659847058
0.9233276804052104,0.9000882815137278,0.8514091659847058
0.9268590675352587,0.9022207090492362,0.8514091659847058
0.919252956458992,0.8789881116012159,0.8016977903717443
0.920882844252477,0.8958234256605138,0.824719863995935
0.9259762343486015,0.904495751128233,0.824719863995935
0.9259762343486015,0.9064855657043299,0.8364006770173237
0.9345331115006186,0.915368418082519,0.8850254721876316
0.9345331115006186,0.915368418082519,0.8850254721876316
0.9345331115006186,0.915368418082519,0.8850254721876316
0.9345331115006186,0.9170933757575137,0.8886247877799391
0.9345331115006186,0.9170933757575137,0.8886247877799391
0.9345331115006186,0.9170933757575137,0.8886247877799391
0.9345331115006186,0.9189813223154314,0.9046519616301881
0.9354838538981961,0.9206519520553698,0.905127340666507
0.9354838538981961,0.9206519520553698,0.905127340666507
0.9354838538981961,0.9206994902407324,0.905127340666507
0.936230883339771,0.9216027159055343,0.905127340666507
0.936230883339771,0.9216027159055343,0.905127340666507
0.936230883339771,0.9242512716724836,0.905127340666507
0.936230883339771,0.9247741920454191,0.905127340666507
0.936230883339771,0.9249643449712488,0.905127340666507
0.936230883339771,0.9249643449712488,0.905127340666507
0.936230883339771,0.9249643449712488,0.905127340666507
0.936230883339771,0.9249643449712488,0.905127340666507
0.936230883339771,0.9249643449712488,0.905127340666507
0.936230883339771,0.9259966031928217,0.9154499228822355
0.9343293771334941,0.9117758911938385,0.8857045731080003
0.9343293771334941,0.916509339210462,0.8857045731080003
0.9343293771334941,0.917344653252354,0.8857045731080003
0.9343293771334941,0.9221256372621742,0.9041086541928338
0.9343293771334941,0.9253582368140412,0.910899836664896
0.9343293771334941,0.926390494101673,0.9119184935917676
0.9343293771334941,0.9270220731480114,0.9119184935917676
0.9343293771334941,0.9270764025949157,0.9119184935917676
0.9343293771334941,0.9270764025949157,0.9119184935917676
0.9343293771334941,0.927130729822812,0.9119184935917676
0.9343293771334941,0.9280679113784194,0.9212903091478428
0.9343293771334941,0.9284685915271625,0.9212903091478428
0.9343293771334941,0.928787777515593,0.9244821690321474
0.934872670422588,0.9293310704632253,0.9254329371816639
0.934872670422588,0.9293310704632253,0.9254329371816639
0.9359592360151846,0.9297521230507838,0.9254329371816639
0.9359592360151846,0.9297521230507838,0.9254329371816639
0.9359592360151846,0.9297521230507838,0.9254329371816639
0.9359592360151846,0.9301188465174928,0.9254329371816639
