x_vel_set y_vel_set angular_vel_set motor_state_0 motor_state_1 motor_state_2 motor_state_3 motor_state_4 motor_state_5 motor_state_6 motor_state_7 motor_state_8 motor_state_9 motor_state_10 motor_state_11 ground_colision_0 ground_colision_1 ground_colision_2 ground_colision_3 orientation_quaternion_x orientation_quaternion_y orientation_quaternion_z orientation_quaternion_w angular_vel_x angular_vel_y angular_vel_z linear_acceleration_x linear_acceleration_y linear_acceleration_z linear_velocity_x linear_velocity_y linear_velocity_z action_0 action_1 action_2 action_3 action_4 action_5 action_6 action_7 action_8 action_9 action_10 action_11
0.013000 0.009000 0.000000 0.132104 0.322691 -0.402990 0.726144 0.444756 -0.368800 -0.675154 0.995539 -0.817696 0.178856 0.519573 -0.363683 1 1 0 1 -0.003282 -0.032207 0.109296 0.993482 -0.172721 0.011508 -0.095345 0.083922 0.321535 -0.409953 0.030487 0.004571 0.000000 4.556685 18.424602 -22.664947 43.541122 18.456768 -22.427795 -41.722513 55.416945 -45.605918 10.567917 18.395603 -22.864924
0.013000 0.009000 0.000000 0.086554 0.329752 -0.396783 0.765441 0.486561 -0.343450 -0.661461 0.969549 -0.818367 0.220569 0.492720 -0.428112 1 1 0 1 -0.004197 -0.030982 0.109394 0.993507 -0.151123 0.027907 -0.095151 0.028956 0.320149 -0.382550 0.022541 0.007686 0.000000 4.249544 18.423673 -22.671545 43.845141 18.458041 -22.418035 -43.031693 53.027872 -44.412870 10.258232 18.395837 -22.863355
0.013000 0.009000 0.000000 0.096862 0.399342 -0.370189 0.735488 0.426259 -0.432974 -0.707035 0.943660 -0.821809 0.225715 0.537047 -0.382400 1 1 0 1 -0.005167 -0.029666 0.109912 0.993485 -0.001346 0.065480 0.009113 0.012966 -0.299801 0.502088 0.039082 0.004840 0.000000 3.942319 18.422756 -22.678039 44.149036 18.459324 -22.408169 -44.259294 50.627823 -43.173084 9.948568 18.396087 -22.861682
0.013000 0.009000 0.000000 0.023172 0.299277 -0.484622 0.773348 0.468005 -0.377220 -0.746658 0.946657 -0.757872 0.175465 0.497740 -0.366080 1 1 0 1 -0.006471 -0.027887 0.109797 0.993542 -0.152670 0.099195 -0.109750 0.034623 0.188541 -0.456133 0.032970 0.021604 0.000000 3.635011 18.421853 -22.684426 44.452806 18.460616 -22.398197 -45.402869 48.233916 -41.894164 9.638926 18.396352 -22.859905
0.013000 0.009000 0.000000 0.084785 0.323320 -0.416266 0.759716 0.467018 -0.433483 -0.764956 0.871738 -0.770261 0.094318 0.482694 -0.384216 1 1 0 1 -0.007265 -0.026562 0.109962 0.993554 -0.086225 -0.016745 -0.031111 0.043349 0.369421 -0.462681 0.007845 0.020015 0.000000 3.327621 18.420963 -22.690709 44.756451 18.461918 -22.388119 -46.460390 45.862102 -40.584284 9.329309 18.396632 -22.858023
0.013000 0.009000 0.000000 0.042667 0.312023 -0.376400 0.728504 0.449533 -0.395037 -0.798278 0.816672 -0.743184 0.168685 0.450195 -0.389595 1 1 0 1 -0.008660 -0.024949 0.109938 0.993587 -0.095694 0.046354 -0.058340 -0.161411 0.172068 -0.269246 0.030746 0.007711 0.000000 3.020151 18.420086 -22.696887 45.059969 18.463229 -22.377935 -47.430261 43.527106 -39.252119 9.019717 18.396929 -22.856036
0.013000 0.009000 0.000000 0.054655 0.279774 -0.457142 0.753550 0.454516 -0.428696 -0.749944 0.791944 -0.732083 0.191060 0.469277 -0.347033 1 1 0 1 -0.009171 -0.023832 0.110345 0.993565 -0.171911 0.000197 -0.043455 -0.043741 0.215088 -0.357982 0.032559 -0.006736 0.000000 2.712602 18.419223 -22.702960 45.363358 18.464550 -22.367646 -48.311334 41.242424 -37.906772 8.710152 18.397240 -22.853945
0.013000 0.009000 0.000000 0.075433 0.299373 -0.396605 0.801467 0.466885 -0.436344 -0.772605 0.741562 -0.729943 0.141531 0.458896 -0.346020 1 1 0 1 -0.010133 -0.022199 0.110789 0.993544 -0.044272 0.060172 -0.007894 -0.002395 -0.347899 0.609270 0.032559 -0.006736 0.000000 2.404975 18.418373 -22.708928 45.666618 18.465879 -22.357251 -49.102922 39.020354 -36.557694 8.400615 18.397567 -22.851749
0.013000 0.009000 0.000000 0.096965 0.316971 -0.456937 0.787490 0.465649 -0.355635 -0.866460 0.657801 -0.688883 0.173997 0.459360 -0.326456 1 1 0 1 -0.011847 -0.020064 0.110701 0.993581 -0.114704 0.063967 -0.054014 0.026292 0.180625 -0.469682 0.043765 0.000175 0.000000 2.097272 18.417536 -22.714791 45.969747 18.467218 -22.346749 -49.804813 36.872057 -35.214609 8.091107 18.397909 -22.849449
0.013000 0.009000 0.000000 0.073871 0.301106 -0.455917 0.799488 0.494709 -0.411498 -0.873571 0.684524 -0.663804 0.130138 0.401037 -0.380605 1 1 0 1 -0.013058 -0.018667 0.110843 0.993577 -0.174062 0.054488 -0.139396 -0.028389 0.123204 -0.481377 0.033069 0.009085 0.000000 1.789493 18.416713 -22.720549 46.272744 18.468565 -22.336142 -50.417284 34.807645 -33.887436 7.781630 18.398266 -22.847044
0.013000 0.009000 0.000000 0.039091 0.304718 -0.456090 0.758533 0.509827 -0.404455 -0.865482 0.659137 -0.668405 0.104106 0.369049 -0.379897 1 1 0 1 -0.015397 -0.016542 0.110847 0.993580 -0.077289 0.047271 0.003194 -0.256687 0.244152 -0.313819 0.049543 -0.015377 0.000000 1.481641 18.415904 -22.726201 46.575608 18.469922 -22.325429 -50.941122 32.836272 -32.586202 7.472185 18.398639 -22.844534
0.013000 0.009000 0.000000 0.018975 0.313334 -0.434305 0.832786 0.511510 -0.424561 -0.903782 0.645717 -0.638757 0.140257 0.366202 -0.329601 1 1 0 1 -0.016134 -0.015685 0.111304 0.993532 -0.055866 -0.066651 -0.027868 -0.190790 0.156158 -0.420651 0.053300 0.007349 0.000000 1.173716 18.415108 -22.731749 46.878338 18.471286 -22.314610 -51.377638 30.966230 -31.320956 7.162774 18.399027 -22.841920
0.013000 0.009000 0.000000 0.031849 0.280537 -0.407993 0.755077 0.523178 -0.369110 -0.957687 0.530101 -0.577369 0.115815 0.422212 -0.324936 1 1 1 1 -0.016550 -0.015271 0.111552 0.993503 -0.030435 0.038917 0.023545 -0.331222 0.116023 -0.226518 0.010201 0.033696 0.000000 0.865721 18.414326 -22.737192 47.180933 18.472659 -22.303684 -51.728690 29.205038 -30.101684 6.853397 18.399431 -22.839201
0.013000 0.009000 0.000000 0.029234 0.316955 -0.350021 0.825943 0.532390 -0.366632 -0.915970 0.557229 -0.535032 0.117602 0.428170 -0.365534 1 1 0 1 -0.013639 -0.013677 0.112979 0.993410 0.084684 0.014780 0.057228 -0.150038 0.093990 -0.851741 0.009742 0.017772 0.000000 0.557655 18.413557 -22.742530 47.483390 18.474041 -22.292653 -51.996701 27.559525 -28.938213 6.544057 18.399849 -22.836377
0.013000 0.009000 0.000000 0.083345 0.318954 -0.405455 0.806024 0.481128 -0.416329 -0.886701 0.491248 -0.497558 0.144787 0.416461 -0.335772 1 1 1 1 -0.011599 -0.012744 0.113787 0.993356 0.101102 0.160010 0.062905 0.039705 -0.067755 1.255148 -0.000835 -0.007005 0.000000 0.249521 18.412803 -22.747764 47.785710 18.475431 -22.281516 -52.184685 26.035896 -27.840109 6.234755 18.400282 -22.833449
0.013000 0.009000 0.000000 0.084847 0.365855 -0.411594 0.768401 0.427654 -0.361140 -0.932465 0.503227 -0.546452 0.050600 0.365419 -0.367063 1 1 1 1 -0.008763 -0.011372 0.115200 0.993239 0.158864 0.107426 -0.006720 0.109896 -0.060451 0.324622 0.007249 0.008370 0.000000 -0.058680 18.412063 -22.752892 48.087891 18.476829 -22.270272 -52.296271 24.639789 -26.816580 5.925491 18.400731 -22.830416
0.013000 0.009000 0.000000 -0.008437 0.360167 -0.413167 0.807766 0.404832 -0.335087 -0.870399 0.415713 -0.508943 0.099471 0.414106 -0.322647 1 1 1 1 -0.006016 -0.009548 0.116536 0.993122 0.059360 0.104271 0.129225 0.052924 -0.012532 -0.605657 0.018822 0.007769 0.000000 -0.366947 18.411336 -22.757915 48.389932 18.478234 -22.258923 -52.335726 23.376309 -25.876366 5.616268 18.401195 -22.827278
0.013000 0.009000 0.000000 0.038431 0.382537 -0.462460 0.774822 0.420498 -0.354466 -0.877384 0.417989 -0.461419 0.139082 0.414964 -0.395298 1 1 1 1 -0.004806 -0.007961 0.117661 0.993010 -0.003771 0.125986 0.010574 -0.193922 -0.022830 -0.551952 0.027813 0.006332 0.000000 -0.675279 18.410624 -22.762834 48.691831 18.479648 -22.247467 -52.307989 22.250056 -25.027633 5.307086 18.401674 -22.824036
0.013000 0.009000 0.000000 0.004260 0.337125 -0.430760 0.823785 0.326445 -0.333121 -0.878050 0.380622 -0.541309 0.114164 0.385805 -0.303090 1 1 1 1 -0.003780 -0.006194 0.118721 0.992901 -0.048369 0.060481 -0.003738 -0.210352 0.091981 -0.372970 0.020053 0.008054 0.000000 -0.983674 18.409926 -22.767647 48.993588 18.481069 -22.235905 -52.218692 21.265135 -24.277859 4.997947 18.402167 -22.820689
0.013000 0.009000 0.000000 -0.054091 0.411325 -0.421051 0.766644 0.449885 -0.387161 -0.927007 0.425734 -0.481572 0.087879 0.371371 -0.329736 1 1 1 1 -0.002735 -0.004955 0.119597 0.992806 -0.024569 0.073489 0.036790 -0.123023 0.052483 -0.345345 0.025091 0.016381 0.000000 -1.292131 18.409242 -22.772356 49.295201 18.482497 -22.224237 -52.074196 20.425155 -23.633734 4.688853 18.402676 -22.817237
0.013000 0.009000 0.000000 0.042619 0.364845 -0.371230 0.839021 0.372453 -0.322198 -0.802326 0.450063 -0.460463 0.128104 0.349908 -0.376935 1 1 1 1 -0.001848 -0.004182 0.120335 0.992723 0.047176 0.018055 0.005444 0.366801 0.018648 0.668444 0.008968 -0.002533 0.000000 -1.600648 18.408573 -22.776960 49.596669 18.483933 -22.212462 -51.881620 19.733224 -23.101049 4.379805 18.403199 -22.813681
0.013000 0.009000 0.000000 -0.053001 0.314608 -0.461753 0.820904 0.410535 -0.416637 -0.872825 0.343613 -0.483741 0.129219 0.368835 -0.347828 1 1 1 1 -0.000521 -0.003451 0.121038 0.992642 -0.068894 0.016502 -0.001375 -0.194185 -0.441399 -0.380384 0.041180 0.015508 0.000000 -1.909224 18.407917 -22.781459 49.897991 18.485377 -22.200582 -51.648868 19.191934 -22.684608 4.070803 18.403738 -22.810020
0.013000 0.009000 0.000000 0.007355 0.383588 -0.417400 0.779082 0.365745 -0.385893 -0.829455 0.391822 -0.477189 0.080690 0.379740 -0.382626 1 1 1 1 0.000127 -0.003058 0.121605 0.992574 -0.042792 -0.004756 0.045296 -0.268700 -0.195782 -0.263566 0.045466 -0.021677 0.000000 -2.217858 18.407277 -22.785854 50.199166 18.486827 -22.188595 -51.384664 18.803343 -22.388143 3.761850 18.404291 -22.806254
0.013000 0.009000 0.000000 -0.044642 0.365090 -0.474582 0.816194 0.392340 -0.364238 -0.888271 0.400777 -0.428559 0.050035 0.338566 -0.435986 1 1 1 1 0.000424 -0.002593 0.122159 0.992507 0.012200 0.020904 0.016065 0.127191 0.189611 0.198097 0.039856 -0.024461 0.000000 -2.526549 18.406650 -22.790143 50.500193 18.488284 -22.176501 -51.098581 18.568964 -22.214242 3.452947 18.404859 -22.802384
0.013000 0.009000 0.000000 -0.013048 0.387276 -0.382788 0.855885 0.403585 -0.337312 -0.854549 0.346356 -0.446400 0.079259 0.309573 -0.381721 1 1 1 1 0.000861 -0.001964 0.122704 0.992441 -0.014515 -0.049235 0.021271 -0.355558 0.092685 -0.245452 0.020279 0.004199 0.000000 -2.835295 18.406039 -22.794328 50.801070 18.489748 -22.164302 -50.801070 18.489748 -22.164302 3.144095 18.405441 -22.798408
0.013000 0.009000 0.000000 -0.060123 0.362047 -0.375543 0.826208 0.328461 -0.346283 -0.863917 0.381472 -0.396908 0.094301 0.400602 -0.376694 1 1 1 1 0.001187 -0.001747 0.123227 0.992376 -0.028922 0.028512 -0.017166 -0.305866 -0.044120 -0.125110 0.018070 0.006468 0.000000 -3.144095 18.405441 -22.798408 51.098581 18.568964 -22.214242 -50.801070 18.489748 -22.164302 2.835295 18.406039 -22.794328
0.013000 0.009000 0.000000 -0.052299 0.326263 -0.409692 0.825552 0.334813 -0.383777 -0.857447 0.315374 -0.419461 0.050892 0.287508 -0.420210 1 1 1 1 0.001386 -0.001617 0.123649 0.992324 0.058768 0.077542 0.014208 0.446988 0.130560 0.017217 0.016195 0.007578 0.000000 -3.452947 18.404859 -22.802384 51.384664 18.803343 -22.388143 -50.500193 18.488284 -22.176501 2.526549 18.406650 -22.790143
0.013000 0.009000 0.000000 -0.159317 0.373096 -0.473232 0.865396 0.416899 -0.363746 -0.830032 0.361277 -0.404805 0.067203 0.402348 -0.379396 1 1 1 1 0.001378 -0.001281 0.124521 0.992215 0.048288 0.002070 -0.047529 -0.277173 -0.167234 0.059069 0.003275 0.009402 0.000000 -3.761850 18.404291 -22.806254 51.648868 19.191934 -22.684608 -50.199166 18.486827 -22.188595 2.217858 18.407277 -22.785854
0.013000 0.009000 0.000000 -0.045266 0.347280 -0.443626 0.894029 0.415208 -0.382274 -0.869583 0.399799 -0.440922 0.032270 0.303605 -0.428881 1 1 1 1 0.001143 -0.001213 0.124931 0.992164 -0.062927 -0.040782 0.053277 0.092227 -0.469866 0.318533 0.007712 -0.012028 0.000000 -4.070803 18.403738 -22.810020 51.881620 19.733224 -23.101049 -49.897991 18.485377 -22.200582 1.909224 18.407917 -22.781459
0.013000 0.009000 0.000000 -0.039634 0.352029 -0.448436 0.879758 0.329921 -0.394026 -0.859522 0.330048 -0.366505 0.016020 0.347372 -0.373840 1 1 1 1 0.000778 -0.000904 0.125580 0.992083 0.032703 0.058212 -0.007111 -0.307435 -0.104837 0.097240 0.010725 0.017584 0.000000 -4.379805 18.403199 -22.813681 52.074196 20.425155 -23.633734 -49.596669 18.483933 -22.212462 1.600648 18.408573 -22.776960
0.013000 0.009000 0.000000 -0.045864 0.372057 -0.445615 0.870379 0.387077 -0.414111 -0.852587 0.442218 -0.409835 0.069237 0.361412 -0.338895 1 1 1 1 0.000240 -0.000683 0.126155 0.992010 -0.000222 0.029585 -0.025517 -0.370841 -0.060193 0.147601 0.026080 0.015250 0.000000 -4.688853 18.402676 -22.817237 52.218692 21.265135 -24.277859 -49.295201 18.482497 -22.224237 1.292131 18.409242 -22.772356
0.013000 0.009000 0.000000 -0.036311 0.329628 -0.422110 0.890315 0.358142 -0.336341 -0.904089 0.378889 -0.376926 0.035402 0.361750 -0.352347 1 1 1 1 -0.000468 -0.000112 0.126832 0.991924 -0.032551 0.060180 -0.018175 -0.223611 -0.139437 0.206029 0.012548 0.017095 0.000000 -4.997947 18.402167 -22.820689 52.307989 22.250056 -25.027633 -48.993588 18.481069 -22.235905 0.983674 18.409926 -22.767647
0.013000 0.009000 0.000000 -0.053028 0.435184 -0.387024 0.909378 0.376897 -0.448508 -0.836846 0.398024 -0.397532 0.016256 0.349114 -0.393152 1 1 1 1 -0.001415 0.000178 0.127587 0.991826 -0.261061 -0.000557 0.056927 -0.196428 0.054825 -0.074704 0.012715 0.011013 0.000000 -5.307086 18.401674 -22.824036 52.335726 23.376309 -25.876366 -48.691831 18.479648 -22.247467 0.675279 18.410624 -22.762834
0.013000 0.009000 0.000000 -0.090959 0.384100 -0.508686 0.919016 0.377352 -0.490996 -0.824001 0.400498 -0.432102 -0.008686 0.339746 -0.377560 1 1 1 1 -0.002415 0.000598 0.128377 0.991722 -0.029416 -0.007096 -0.017968 -0.250098 -0.040881 0.262121 0.037973 -0.017788 0.000000 -5.616268 18.401195 -22.827278 52.296271 24.639789 -26.816580 -48.389932 18.478234 -22.258923 0.366947 18.411336 -22.757915
0.013000 0.009000 0.000000 -0.072838 0.369620 -0.428821 0.960990 0.436392 -0.484789 -0.919849 0.307578 -0.395317 0.031266 0.312834 -0.360697 1 1 1 1 -0.003386 0.001050 0.129178 0.991615 -0.038610 -0.028941 0.084479 -0.098321 -0.187251 -0.197640 0.014895 -0.009544 0.000000 -5.925491 18.400731 -22.830416 52.184685 26.035896 -27.840109 -48.087891 18.476829 -22.270272 0.058680 18.412063 -22.752892
0.013000 0.009000 0.000000 -0.080445 0.383541 -0.411948 0.906395 0.356216 -0.509641 -0.856262 0.446533 -0.412113 -0.027392 0.353662 -0.366873 1 1 1 1 -0.004541 0.001482 0.129983 0.991505 -0.121557 0.016972 0.030312 0.416592 0.075064 -0.247519 0.008801 0.012938 0.000000 -6.234755 18.400282 -22.833449 51.996701 27.559525 -28.938213 -47.785710 18.475431 -22.281516 -0.249521 18.412803 -22.747764
0.013000 0.009000 0.000000 -0.173179 0.409207 -0.402652 0.872006 0.456571 -0.473258 -0.787512 0.451067 -0.399048 -0.034435 0.313320 -0.355360 1 0 1 1 -0.006583 0.002201 0.131616 0.991277 0.007039 -0.003741 0.018793 -0.137970 -0.209062 0.220664 -0.007232 0.016921 0.000000 -6.544057 18.399849 -22.836377 51.728690 29.205038 -30.101684 -47.483390 18.474041 -22.292653 -0.557655 18.413557 -22.742530
0.013000 0.009000 0.000000 -0.114054 0.358751 -0.458509 0.926591 0.519488 -0.516485 -0.808888 0.432299 -0.452079 -0.041737 0.393546 -0.381091 1 0 1 1 -0.008161 0.002200 0.132945 0.991087 -0.126277 -0.033575 0.043951 0.286345 -0.465535 0.005617 0.017398 0.007893 0.000000 -6.853397 18.399431 -22.839201 51.377638 30.966230 -31.320956 -47.180933 18.472659 -22.303684 -0.865721 18.414326 -22.737192
0.013000 0.009000 0.000000 -0.118679 0.365369 -0.425499 0.898016 0.459343 -0.576285 -0.812669 0.456833 -0.351674 0.048232 0.403966 -0.449896 1 0 1 1 -0.009315 0.001955 0.133857 0.990955 -0.026135 -0.044046 0.019002 0.357832 0.291905 -0.269924 0.017398 0.007893 0.000000 -7.162774 18.399027 -22.841920 50.941122 32.836272 -32.586202 -46.878338 18.471286 -22.314610 -1.173716 18.415108 -22.731749
0.013000 0.009000 0.000000 -0.078076 0.343386 -0.350851 0.937069 0.496314 -0.588057 -0.900989 0.414557 -0.418674 -0.005974 0.379619 -0.379003 1 0 1 1 -0.009933 0.001706 0.133925 0.990940 0.060651 0.049947 -0.000833 0.041594 -0.023045 0.437422 0.022042 0.020473 0.000000 -7.472185 18.398639 -22.844534 50.417284 34.807645 -33.887436 -46.575608 18.469922 -22.325429 -1.481641 18.415904 -22.726201
0.013000 0.009000 0.000000 -0.118145 0.393488 -0.401474 0.849223 0.599191 -0.575812 -0.860863 0.437459 -0.452950 -0.052673 0.307145 -0.354975 1 0 1 1 -0.010339 0.001331 0.134176 0.990903 0.009062 -0.073417 0.005323 -0.166939 0.210003 -0.707385 0.013461 0.008207 0.000000 -7.781630 18.398266 -22.847044 49.804813 36.872057 -35.214609 -46.272744 18.468565 -22.336142 -1.789493 18.416713 -22.720549
0.013000 0.009000 0.000000 -0.178350 0.369139 -0.404726 0.878531 0.566280 -0.553759 -0.860260 0.499088 -0.485069 -0.048222 0.381178 -0.358786 1 0 1 1 -0.010957 0.001027 0.134246 0.990887 0.018818 0.084576 -0.010339 0.008866 -0.284262 0.462757 0.013638 0.009585 0.000000 -8.091107 18.397909 -22.849449 49.102922 39.020354 -36.557694 -45.969747 18.467218 -22.346749 -2.097272 18.417536 -22.714791
0.013000 0.009000 0.000000 -0.155363 0.380813 -0.371851 0.864056 0.627780 -0.641482 -0.825856 0.402610 -0.383609 -0.036185 0.304363 -0.379721 1 0 1 1 -0.011630 0.000922 0.134814 0.990802 -0.000109 0.027324 0.056925 -0.134668 -0.129691 0.531262 0.006680 0.026283 0.000000 -8.400615 18.397567 -22.851749 48.311334 41.242424 -37.906772 -45.666618 18.465879 -22.357251 -2.404975 18.418373 -22.708928
0.013000 0.009000 0.000000 -0.170062 0.377710 -0.400054 0.850853 0.664808 -0.628367 -0.872763 0.399248 -0.418327 0.057560 0.316070 -0.358746 1 0 1 1 -0.012333 0.000813 0.135533 0.990696 0.029140 -0.016477 0.095191 0.192475 -0.607698 -0.515545 0.004078 0.035527 0.000000 -8.710152 18.397240 -22.853945 47.430261 43.527106 -39.252119 -45.363358 18.464550 -22.367646 -2.712602 18.419223 -22.702960
0.013000 0.009000 0.000000 -0.143838 0.356078 -0.444215 0.875726 0.691266 -0.722084 -0.817804 0.443222 -0.421825 -0.052456 0.328710 -0.431037 1 0 1 1 -0.014461 0.000512 0.136824 0.990490 -0.070144 -0.054051 0.010619 0.156294 0.108337 -0.453811 0.002480 -0.002678 0.000000 -9.019717 18.396929 -22.856036 46.460390 45.862102 -40.584284 -45.059969 18.463229 -22.377935 -3.020151 18.420086 -22.696887
0.013000 0.009000 0.000000 -0.155914 0.369644 -0.437953 0.861837 0.688378 -0.680465 -0.772179 0.493322 -0.322876 -0.070708 0.411022 -0.374327 1 0 1 1 -0.014684 0.000748 0.135668 0.990645 -0.020605 -0.007677 -0.023448 0.054765 0.066099 0.342889 0.003483 0.003591 0.000000 -9.329309 18.396632 -22.858023 45.402869 48.233916 -41.894164 -44.756451 18.461918 -22.388119 -3.327621 18.420963 -22.690709
0.013000 0.009000 0.000000 -0.110061 0.399409 -0.358021 0.830190 0.811128 -0.713185 -0.825626 0.549940 -0.363558 -0.042692 0.295234 -0.396142 1 0 1 1 -0.016021 0.000803 0.136223 0.990548 -0.017141 0.078177 -0.021479 -0.053560 -0.161821 0.352309 0.031383 0.005595 0.000000 -9.638926 18.396352 -22.859905 44.259294 50.627823 -43.173084 -44.452806 18.460616 -22.398197 -3.635011 18.421853 -22.684426
0.013000 0.009000 0.000000 -0.138582 0.377742 -0.389726 0.859744 0.851935 -0.740383 -0.789860 0.484556 -0.452177 -0.068121 0.295231 -0.364437 1 0 1 1 -0.017294 0.001139 0.136650 0.990468 -0.100173 0.101335 -0.026295 0.054117 -0.162251 0.546304 0.027685 0.003781 0.000000 -9.948568 18.396087 -22.861682 43.031693 53.027872 -44.412870 -44.149036 18.459324 -22.408169 -3.942319 18.422756 -22.678039
0.013000 0.009000 0.000000 -0.094800 0.398116 -0.362478 0.744990 0.879940 -0.722470 -0.825953 0.465824 -0.399071 -0.087940 0.359766 -0.344089 1 0 1 1 -0.018345 0.001289 0.137293 0.990360 -0.017772 0.002511 0.023745 -0.127041 0.174785 -0.789327 0.023739 -0.001367 0.000000 -10.258232 18.395837 -22.863355 41.722513 55.416945 -45.605918 -43.845141 18.458041 -22.418035 -4.249544 18.423673 -22.671545
0.013000 0.009000 0.000000 -0.098649 0.371693 -0.406549 0.732049 0.887145 -0.734957 -0.869594 0.604058 -0.412392 0.007537 0.351443 -0.410241 1 0 1 1 -0.020037 0.001543 0.137648 0.990277 -0.176329 -0.014993 0.269255 0.088382 0.231831 0.375915 0.030639 0.013755 0.000000 -10.567917 18.395603 -22.864924 40.334610 57.776881 -46.745258 -43.541122 18.456768 -22.427795 -4.556685 18.424602 -22.664947
0.013000 0.009000 0.000000 -0.167410 0.436716 -0.454600 0.670487 0.887660 -0.790003 -0.768841 0.517893 -0.454668 -0.150934 0.384081 -0.384780 1 0 1 1 -0.021259 0.001630 0.137900 0.990217 0.030188 0.006561 -0.028004 0.219001 -0.089852 0.480460 0.030639 0.013755 0.000000 -10.877622 18.395384 -22.866387 38.871230 60.088649 -47.824610 -43.236981 18.455505 -22.437450 -4.863740 18.425544 -22.658244
0.013000 0.009000 0.000000 -0.137042 0.386184 -0.387014 0.659414 1.031087 -0.802409 -0.806254 0.481878 -0.401120 -0.126047 0.347135 -0.386987 1 0 1 1 -0.022439 0.001753 0.138541 0.990101 -0.052519 -0.007411 -0.003062 -0.263490 0.124515 -0.749966 0.014610 -0.003147 0.000000 -11.187345 18.395181 -22.867747 37.335997 62.332592 -48.838430 -42.932719 18.454252 -22.446999 -5.170709 18.426499 -22.651436
0.013000 0.009000 0.000000 -0.178320 0.376478 -0.389983 0.622408 0.979164 -0.836116 -0.738750 0.478324 -0.399235 -0.124276 0.327779 -0.392296 1 0 1 1 -0.024420 0.002055 0.138753 0.990024 -0.215067 -0.018584 0.322491 -0.105219 0.223547 0.371825 0.007923 0.006943 0.000000 -11.497086 18.394993 -22.869001 35.732896 64.488727 -49.781940 -42.628338 18.453009 -22.456442 -5.477589 18.427467 -22.644522
0.013000 0.009000 0.000000 -0.243419 0.340590 -0.400907 0.578435 1.067073 -0.805226 -0.775584 0.582401 -0.378131 -0.089015 0.300323 -0.414108 1 0 1 1 -0.025620 0.002235 0.138750 0.989993 -0.025584 -0.006536 -0.020518 0.212513 -0.030669 0.565069 0.016849 -0.002146 0.000000 -11.806842 18.394821 -22.870151 34.066257 66.537087 -50.651137 -42.323838 18.451776 -22.465780 -5.784380 18.428447 -22.637503
0.013000 0.009000 0.000000 -0.174092 0.377196 -0.445238 0.659174 1.119268 -0.923654 -0.741562 0.579883 -0.393348 -0.141158 0.343571 -0.384405 1 0 1 1 -0.026451 0.002421 0.139383 0.989882 -0.106750 -0.019534 0.012004 -0.377814 0.187901 -0.690694 0.025499 0.024536 0.000000 -12.116613 18.394665 -22.871197 32.340735 68.458089 -51.442785 -42.019220 18.450554 -22.475012 -6.091080 18.429440 -22.630379
0.013000 0.009000 0.000000 -0.164055 0.369788 -0.438655 0.585630 1.181486 -0.939846 -0.688190 0.583466 -0.433174 -0.122205 0.419645 -0.431200 1 0 1 1 -0.027740 0.002789 0.139379 0.989847 -0.063958 -0.010964 -0.076702 0.238256 -0.209809 0.407421 0.005653 0.022116 0.000000 -12.426397 18.394524 -22.872138 30.561287 70.232908 -52.154381 -41.714487 18.449342 -22.484139 -6.397688 18.430445 -22.623150
0.013000 0.009000 0.000000 -0.262947 0.359183 -0.387825 0.529248 1.196377 -0.933297 -0.784397 0.593898 -0.375318 -0.068706 0.283334 -0.363118 1 0 1 1 -0.028939 0.002962 0.139700 0.989767 -0.036933 0.037848 -0.011666 0.222877 -0.214180 0.324671 0.021746 -0.005441 0.000000 -12.736193 18.394399 -22.872974 28.733154 71.843842 -52.784094 -41.409638 18.448140 -22.493159 -6.704202 18.431462 -22.615816
0.013000 0.009000 0.000000 -0.216334 0.376153 -0.398238 0.448703 1.196144 -0.866455 -0.732971 0.600978 -0.373401 -0.166081 0.378158 -0.406929 1 0 1 1 -0.030856 0.003301 0.140240 0.989631 -0.257711 0.034579 0.482284 -0.102557 0.525940 0.151822 0.014348 0.020759 0.000000 -13.045998 18.394289 -22.873706 26.861830 73.274639 -53.330693 -41.104676 18.446949 -22.502075 -7.010622 18.432492 -22.608376
0.013000 0.009000 0.000000 -0.209500 0.383754 -0.389035 0.510438 1.304994 -0.869857 -0.710359 0.555420 -0.424655 -0.100684 0.396186 -0.381208 1 0 1 1 -0.032540 0.003468 0.140361 0.989559 -0.064651 0.038174 -0.098534 0.253304 -0.099225 0.359787 0.014611 -0.000487 0.000000 -13.355813 18.394195 -22.874333 24.953043 74.510776 -53.793437 -40.799602 18.445769 -22.510884 -7.316946 18.433534 -22.600831
0.013000 0.009000 0.000000 -0.232217 0.449400 -0.386738 0.455244 1.299160 -0.869622 -0.773689 0.593499 -0.420502 -0.075481 0.353502 -0.368330 1 0 1 1 -0.034256 0.003667 0.141115 0.989394 -0.082526 -0.075684 -0.058776 -0.302235 -0.674577 -0.462483 0.018804 0.002950 0.000000 -13.665635 18.394117 -22.874856 23.012719 75.539687 -54.171974 -40.494417 18.444600 -22.519588 -7.623173 18.434588 -22.593181
