Fitt,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0.9075275320759806,38.0,0.2656954672700804,5.0,0.2172918672827013,600.0,10.0,0.0,0.28998324471531056,301.0,6.0,0.0,0.18637845900544303,422.0,6.0,0.0,0.4561516826162993,558.0,0.0,0.0,0.3154508114523693,237.0,5.0,0.0,0.26776386320648604,115.0,7.0,0.0,0.3635779148421723,201.0,10.0,0.0,0.35124205269503495,489.0,9.0,0.0,0.4545668096780971,74.0,0.0,0.0,0.0,283.0,10.0,0.0
0.8930594279480328,21.0,0.690487236337803,5.0,0.4559112836163441,588.0,10.0,0.0,0.4265559862528165,201.0,10.0,0.0,0.17134688850930072,600.0,3.0,0.0,0.28838040945637633,490.0,5.0,0.0,0.19396341172852574,88.0,7.0,0.0,0.08063601496724081,600.0,3.0,0.0,0.2245965906346748,279.0,10.0,0.0,0.5,162.0,8.0,0.0,0.11616456549872972,420.0,1.0,0.0,0.0,169.0,10.0,0.0
2.4741749642451487,41.0,0.0001,1.0,0.3155675549361509,162.0,10.0,0.0,0.17630807039391022,399.0,7.0,0.0,0.08195560622678405,478.0,8.0,0.0,0.08850158534963212,83.0,0.0,0.0,0.0,571.0,3.0,0.0,0.3691307019621649,199.0,4.0,0.0,0.18904745277855609,364.0,10.0,0.0,0.3333611642847856,272.0,5.0,0.0,0.2803768888435784,394.0,5.0,0.0,0.0,319.0,4.0,0.0
4.133981871507348,7.0,0.9068155805613856,7.0,0.11698435158286492,105.0,6.0,0.0,0.3999245436008851,536.0,0.0,0.0,0.1739280344713723,453.0,0.0,0.0,0.4253134959093508,261.0,0.0,0.0,0.02441568782119527,422.0,4.0,0.0,0.14187620289599467,540.0,6.0,0.0,0.14378153383451722,320.0,7.0,0.0,0.467751691957188,518.0,7.0,0.0,0.04204436286766526,238.0,2.0,0.0,0.08742868122459067,330.0,10.0,0.0
1.1370878662017796,41.0,0.377692370838582,5.0,0.23137002536812873,276.0,8.0,0.0,0.4967378117331834,207.0,10.0,0.0,0.39117839070705124,45.0,6.0,0.0,0.12117049036419236,420.0,7.0,0.0,0.0,95.0,5.0,0.0,0.10131107702207247,396.0,3.0,0.0,0.059942331553269126,155.0,0.0,0.0,0.4536143280427892,294.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,355.0,10.0,0.0
0.91994445664914,50.0,0.5604451855904036,5.0,0.2673287970727153,168.0,10.0,0.0,0.5,149.0,10.0,0.0,0.3831526258813323,76.0,8.0,0.0,0.1919992998363153,45.0,7.0,0.0,0.20355908310648088,45.0,6.0,0.0,0.1549056598004027,403.0,3.0,0.0,0.05157784423672391,45.0,6.0,0.0,0.454629156917319,551.0,0.0,0.0,0.1001627440960016,228.0,3.0,0.0,0.0,135.0,10.0,0.0
2.7179032290050573,44.0,0.044518421810085314,2.0,0.20253398360533992,173.0,8.0,0.0,0.3341245897765581,327.0,4.0,0.0,0.3082423809362265,179.0,7.0,0.0,0.07184646550194766,184.0,6.0,0.0,0.1739018495210924,485.0,6.0,0.0,0.008767414455643274,45.0,4.0,0.0,0.148882775460198,434.0,1.0,0.0,0.3562588723953762,427.0,0.0,0.0,0.3832768164030593,117.0,6.0,0.0,0.15673062121129255,583.0,4.0,0.0
0.9719624367544615,15.0,1.0,5.0,0.13315714515278754,487.0,5.0,0.0,0.2525629672922177,485.0,6.0,0.0,0.2154004889450484,443.0,5.0,0.0,0.14222460832857658,578.0,3.0,0.0,0.2296435946936929,266.0,5.0,0.0,0.38734597003684934,188.0,4.0,0.0,0.13156406301494525,45.0,10.0,0.0,0.019180916672844075,496.0,7.0,0.0,0.3998706777012617,165.0,1.0,0.0,0.023344240743097943,173.0,10.0,0.0
1.267996848793773,31.0,0.3530150929728713,5.0,0.3211909156549969,162.0,5.0,0.0,0.5,268.0,3.0,0.0,0.3425895461844705,291.0,7.0,0.0,0.16020438242560298,199.0,1.0,0.0,0.0,334.0,0.0,0.0,0.0,286.0,1.0,0.0,0.3273564885541912,45.0,1.0,0.0,0.368214967554288,347.0,7.0,0.0,0.12795304810995545,404.0,0.0,0.0,0.0,406.0,10.0,0.0
0.8963097053449552,34.0,1.0,5.0,0.020182731189741097,490.0,3.0,0.0,0.4636645756144263,465.0,1.0,0.0,0.32049332526077584,257.0,4.0,0.0,0.35223327280731315,45.0,8.0,0.0,0.4182821748899776,305.0,0.0,0.0,0.3543176203317776,165.0,5.0,0.0,0.3238565580793825,45.0,10.0,0.0,0.05187676006896702,409.0,3.0,0.0,0.0,172.0,1.0,0.0,0.0,515.0,10.0,0.0
1.082506831315697,26.0,0.6109160782356496,5.0,0.022368565955673752,268.0,5.0,0.0,0.4051079918896041,133.0,8.0,0.0,0.2831656572367329,87.0,6.0,0.0,0.3698870264619646,416.0,3.0,0.0,0.19006583133101132,180.0,4.0,0.0,0.05184575704064681,452.0,3.0,0.0,0.015774359769955778,178.0,4.0,0.0,0.3714808920616829,422.0,1.0,0.0,0.379156792545932,155.0,1.0,0.0,0.06978744838552164,360.0,10.0,0.0
4.202353868463275,49.0,0.6800032141824954,7.0,0.27926719453395965,583.0,4.0,0.0,0.4552426710618039,274.0,0.0,0.0,0.3412384971705742,45.0,3.0,0.0,0.4271570152008467,550.0,3.0,0.0,0.11015533532534516,142.0,6.0,0.0,0.17601043157628865,583.0,6.0,0.0,0.463961758500451,76.0,0.0,0.0,0.5,512.0,8.0,0.0,0.3639140550405243,51.0,2.0,0.0,0.05868088933114636,492.0,10.0,0.0
0.8793217614782596,32.0,0.7827035092022259,5.0,0.5,140.0,6.0,0.0,0.0,200.0,10.0,0.0,0.3320857887130066,329.0,3.0,0.0,0.0748789921096058,537.0,6.0,0.0,0.2955731354160363,428.0,4.0,0.0,0.11901670842407773,172.0,3.0,0.0,0.1333778052746523,72.0,6.0,0.0,0.4082214023141735,397.0,6.0,0.0,0.23546158904258851,254.0,1.0,0.0,0.0,482.0,10.0,0.0
0.8895391241213672,16.0,0.40798854001407975,5.0,0.0,600.0,3.0,0.0,0.5,116.0,10.0,0.0,0.3136467686971977,209.0,4.0,0.0,0.1741411004282422,497.0,7.0,0.0,0.17962502066363414,211.0,6.0,0.0,0.015847441289857864,309.0,4.0,0.0,0.08460328237157716,100.0,6.0,0.0,0.30282411525391645,476.0,6.0,0.0,0.3663390024221251,127.0,4.0,0.0,0.0,67.0,10.0,0.0
