Max,mean,Min
11.625438953948425,6.075663901595766,4.422228026069051
6.583977174961165,5.671442870933477,4.422228026069051
6.54102238464127,5.524700202964385,4.338683962078674
6.54102238464127,5.4116944114123715,4.338683962078674
6.103180042409212,5.3513390755629935,4.338683962078674
6.101936966116821,5.206554410353361,4.133981871507348
6.101936966116821,5.085562696063282,2.719399802873823
6.100449740432267,5.06546799505034,2.719399802873823
5.556730254599679,4.864460103021906,2.719399802873823
5.47914108885292,4.6250702005257915,2.719399802873823
5.479141088852919,4.570402619318677,2.719399802873823
5.4721932765949575,4.29764347352889,1.6064388914597199
5.148859345843689,4.016341076058845,1.60643889145972
5.148859345843689,3.925855242812224,0.9086469919133854
5.148859345843689,3.858542890219033,0.9086469919133854
5.1040156609305445,3.736054749571242,0.9086469919133854
5.1040156609305445,3.693877007580744,0.9086469919133854
5.1040156609305445,3.3960730714302683,0.9086469919133854
5.1040156609305445,3.1335654017719548,0.9086469919133854
5.1040156609305445,3.1227700725274388,0.887327220361901
5.1040156609305445,3.0693715774026016,0.8873272203619009
5.1040156609305445,2.989092293279138,0.8873272203619009
4.908079737079086,2.9041865917427794,0.8873272203619009
4.908079737079086,2.8878943175184975,0.8873272203619009
4.908079737079086,2.731145993456226,0.8873272203619009
4.908079737079086,2.5777940755974815,0.8873272203619009
4.908079737079086,2.4368999168715195,0.8635715809112119
4.908079737079086,2.4093073114614993,0.8635715809112119
4.908079737079086,2.3317173502078297,0.8635715809112119
4.908079737079086,2.0946089549617635,0.8635715809112119
4.908079737079086,1.9611515728865423,0.8635715809112119
4.908079737079086,1.9611515728865423,0.8635715809112119
4.908079737079086,1.9440521331094276,0.8635715809112119
4.2679889225034575,1.8632426923996805,0.8635715809112119
4.2679889225034575,1.8453662501131456,0.8635715809112119
4.266943256763221,1.8366234204406549,0.8635715809112119
4.266943256763221,1.8271012937307445,0.8635715809112119
4.266943256763221,1.8212774035543002,0.8635715809112119
4.202353868463275,1.7030074681111904,0.8635715809112119
